DHT11	ECG	AirFlow	Snore	SpO2	PulseRate
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
0.50	1.27	2.53	1.17	3.63	3.96
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
3.94	-2.76	3.44	-0.74	-4.93	1.98
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-4.58	-1.25	-0.78	4.18	-0.37	-0.22
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
-3.79	-1.94	4.08	-3.15	-2.59	1.83
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
3.02	2.84	-0.73	0.49	-3.68	2.80
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
2.99	-0.56	1.91	-4.53	1.68	-2.60
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.36	1.22	-0.89	-1.67	-3.16	-1.49
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-2.98	-4.87	-0.21	-2.82	3.08	3.39
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
-4.21	-2.06	-0.46	-2.18	-3.79	4.91
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
4.84	1.84	4.39	-2.36	-2.98	1.42
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
3.52	2.09	-4.00	-3.49	3.26	-1.86
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
-2.63	0.09	-0.62	3.27	1.45	-1.03
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
1.13	1.48	3.09	-3.08	1.08	-1.20
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
4.34	4.97	-3.13	-1.80	-1.21	-0.63
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
-2.17	-4.03	-2.04	4.92	-2.33	-0.20
4.12	-1.13	-3.10	-1.46	3.39	-3.58
